#,CMT,GeneID,Name,#SEQ,ave_SP,SP,SP200,SP_PHO,TM_PHO,ave_GPI,XC,Others,XC_HH,Others_HH,GO_CC
146,CMT_E,FBgn0028871,Cpr35B,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
147,CMT_E,FBgn0029811,Cpr5C,24,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
148,CMT_E,FBgn0030394,Cpr11A,13,0.872,0.846,0.846,0.923,0.000,0.000,Chitin_bind_4:1,Keratin_2_head:0.154,N/A,N/A,GO:0031012:extracellular matrix:ISM;
149,CMT_E,FBgn0030398,Cpr11B,16,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
150,CMT_E,FBgn0030493,CG15756,12,0.694,0.417,0.917,0.750,0.167,0.042,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
151,CMT_E,FBgn0030494,Cpr12A,12,0.861,0.833,0.917,0.833,0.083,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
152,CMT_E,FBgn0031467,Cpr23B,11,0.727,0.727,0.727,0.727,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
153,CMT_E,FBgn0032125,Cpr30B,14,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
154,CMT_E,FBgn0033597,Cpr47Ea,12,0.917,0.917,0.917,0.917,0.167,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
155,CMT_E,FBgn0033598,Cpr47Eb,12,1.000,1.000,1.000,1.000,0.000,0.083,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
156,CMT_E,FBgn0033600,Cpr47Ec,12,0.917,0.917,0.917,0.917,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
157,CMT_E,FBgn0033601,Cpr47Ed,11,0.909,0.909,0.909,0.909,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
158,CMT_E,FBgn0033602,Cpr47Ee,12,0.917,0.917,0.917,0.917,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
159,CMT_E,FBgn0033726,Cpr49Ad,13,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
160,CMT_E,FBgn0033728,Cpr49Ae,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,DUF5011:0.833,N/A,N/A,GO:0031012:extracellular matrix:ISM;
161,CMT_E,FBgn0033729,Cpr49Af,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
162,CMT_E,FBgn0033730,Cpr49Ag,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
163,CMT_E,FBgn0033731,Cpr49Ah,12,0.917,0.917,0.917,0.917,0.000,0.000,LIG[DUF1091:0.0833]; Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
164,CMT_E,FBgn0033869,Cpr50Cb,12,0.917,0.917,0.917,0.917,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
165,CMT_E,FBgn0033942,Cpr51A,14,0.929,0.929,0.929,0.929,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM; GO:0005615:extracellular space:IDA; GO:0005615:extracellular space:IDA;
166,CMT_E,FBgn0034499,Cpr56F,13,0.923,0.923,0.923,0.923,0.000,0.000,DUF4794:0.154; Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
167,CMT_E,FBgn0034517,Cpr57A,13,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
168,CMT_E,FBgn0035279,Cpr62Ba,10,0.800,0.800,0.800,0.800,0.100,0.050,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
169,CMT_E,FBgn0035280,Cpr62Bb,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
170,CMT_E,FBgn0035281,Cpr62Bc,10,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
171,CMT_E,FBgn0035490,CG1136,13,0.923,0.923,0.923,0.923,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,N/A
172,CMT_E,FBgn0035510,Cpr64Aa,13,0.923,0.923,0.923,0.923,0.000,0.423,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
173,CMT_E,FBgn0035511,Cpr64Ab,12,0.750,0.750,0.750,0.750,0.250,0.417,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
174,CMT_E,FBgn0035512,Cpr64Ac,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
175,CMT_G,FBgn0035513,Cpr64Ad,13,1.000,1.000,1.000,1.000,0.000,1.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005811:lipid particle:IDA; GO:0031012:extracellular matrix:ISM;
176,CMT_E,FBgn0035686,Cpr65Az,12,0.944,0.917,1.000,0.917,0.083,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
177,CMT_E,FBgn0035735,Cpr65Ea,14,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
178,CMT_E,FBgn0035737,Cpr65Ec,10,0.900,0.900,0.900,0.900,0.100,0.000,Chitin_bind_4:1,N/A,N/A,Ibs_toxin,GO:0031012:extracellular matrix:ISM;
179,CMT_[TE],FBgn0035873,CG13670,13,0.179,0.077,0.385,0.077,1.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
180,CMT_E,FBgn0035875,Cpr66Cb,13,0.923,0.923,0.923,0.923,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
181,CMT_E,FBgn0035985,Cpr67B,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,Chitin_bind_4,N/A,GO:0031012:extracellular matrix:ISM;
182,CMT_E,FBgn0036108,Cpr67Fa1,19,0.947,0.947,0.947,0.947,0.053,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
183,CMT_E,FBgn0036109,Cpr67Fa2,19,0.947,0.947,0.947,0.947,0.053,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
184,CMT_E,FBgn0036110,Cpr67Fb,12,0.917,0.917,0.917,0.917,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM; GO:0005615:extracellular space:IDA;
185,CMT_E,FBgn0036617,Cpr72Ea,13,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
186,CMT_E,FBgn0036618,Cpr72Eb,13,0.923,0.923,0.923,0.923,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
187,CMT_E,FBgn0036619,Cpr72Ec,12,1.000,1.000,1.000,1.000,0.000,0.042,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005615:extracellular space:ISM; GO:0031012:extracellular matrix:ISM;
188,CMT_E,FBgn0036680,Cpr73D,14,0.786,0.786,0.786,0.786,0.000,0.000,Chitin_bind_4:1,N/A,Chitin_bind_4,N/A,GO:0031012:extracellular matrix:ISM;
189,CMT_E,FBgn0036878,Cpr76Ba,13,1.000,1.000,1.000,1.000,0.000,0.115,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
190,CMT_E,FBgn0036879,Cpr76Bb,13,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
191,CMT_E,FBgn0037067,Cpr78Ca,13,0.744,0.692,0.769,0.769,0.154,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
192,CMT_E,FBgn0037068,Cpr78Cb,13,0.974,0.923,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
193,CMT_E,FBgn0037069,Cpr78Cc,15,1.000,1.000,1.000,1.000,0.000,0.067,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
194,CMT_E,FBgn0037114,Cpr78E,13,0.872,0.846,0.923,0.846,0.154,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
195,CMT_E,FBgn0038714,Cpr92A,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
196,CMT_E,FBgn0039480,Cpr97Ea,15,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
197,CMT_E,FBgn0039481,Cpr97Eb,13,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
198,CMT_E,FBgn0039719,CG15515,18,0.722,0.722,0.722,0.722,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
199,CMT_E,FBgn0039805,Cpr100A,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
200,CMT_E,FBgn0042118,Cpr65Ax2,13,0.949,0.923,1.000,0.923,0.154,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
201,CMT_E,FBgn0042119,Cpr65Au,12,0.917,0.917,0.917,0.917,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
202,CMT_E,FBgn0050042,Cpr49Ab,12,0.833,0.833,0.833,0.833,0.083,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
203,CMT_E,FBgn0050045,Cpr49Aa,11,0.848,0.818,0.909,0.818,0.091,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
204,CMT_E,FBgn0051876,Cpr30F,12,1.000,1.000,1.000,1.000,0.000,0.333,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
205,CMT_E,FBgn0052404,Cpr65Aw,12,0.833,0.833,0.833,0.833,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
206,CMT_E,FBgn0052405,Cpr65Av,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
207,CMT_E,FBgn0053302,Cpr31A,13,0.846,0.846,0.846,0.846,0.154,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
208,CMT_E,FBgn0085300,Cpr65Ay,13,0.846,0.846,0.846,0.846,0.000,0.038,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
209,CMT_E,FBgn0085491,CG34462,12,0.861,0.833,0.917,0.833,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
210,CMT_E,FBgn0086519,Cpr47Eg,11,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
211,CMT_E,FBgn0086611,Lcp65Ag3,32,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
212,CMT_E,FBgn0086900,Cpr65Ax1,13,0.949,0.923,1.000,0.923,0.154,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
213,CMT_E,FBgn0250833,CG34461,11,0.939,0.818,1.000,1.000,0.000,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
214,CMT_E,FBgn0259713,CG42367,12,0.583,0.583,0.583,0.583,0.333,0.000,Chitin_bind_4:1,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
215,CMT_E,FBgn0033603,Cpr47Ef,45,0.978,0.978,0.978,0.978,0.000,0.000,Chitin_bind_4:0.978,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
216,CMT_E,FBgn0036881,Cpr76Bd,15,0.800,0.800,0.800,0.800,0.000,0.033,Chitin_bind_4:0.933,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
217,CMT_E,FBgn0038819,Cpr92F,14,0.857,0.857,0.857,0.857,0.000,0.000,Chitin_bind_4:0.929,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
218,CMT_E,FBgn0052029,Cpr66D,14,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:0.929,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
219,CMT_E,FBgn0005664,Crys,13,0.821,0.769,0.846,0.846,0.077,0.000,Chitin_bind_4:0.923,N/A,N/A,N/A,GO:0031012:extracellular matrix:IDA; GO:0005576:extracellular region:ISM;
220,CMT_E,FBgn0035736,Cpr65Eb,13,1.000,1.000,1.000,1.000,0.000,0.192,Chitin_bind_4:0.923,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
221,CMT_E,FBgn0050163,Cpr60D,13,0.821,0.769,0.846,0.846,0.077,0.000,Chitin_bind_4:0.923,N/A,N/A,Ibs_toxin,GO:0031012:extracellular matrix:ISM;
222,CMT_E,FBgn0036880,Cpr76Bc,12,0.694,0.667,0.750,0.667,0.000,0.000,Chitin_bind_4:0.917,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
223,CMT_E,FBgn0033725,Cpr49Ac,19,0.930,0.895,0.947,0.947,0.000,0.000,Chitin_bind_4:0.895,N/A,N/A,N/A,GO:0005576:extracellular region:IDA; GO:0031012:extracellular matrix:ISM;
224,CMT_E,FBgn0038405,CG8927,14,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:0.857,N/A,N/A,N/A,N/A
225,CMT_E,FBgn0033867,Cpr50Ca,12,0.722,0.583,0.917,0.667,0.083,0.000,Chitin_bind_4:0.833,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
226,CMT_E,FBgn0034157,resilin,21,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:0.571,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM; GO:0032992:protein-carbohydrate complex:IDA;
227,CMT_E,FBgn0030492,CG15754,12,0.861,0.833,0.917,0.833,0.000,0.000,Chitin_bind_4:0.333,N/A,Chitin_bind_4,N/A,N/A
228,CMT_E,FBgn0035612,CG10625,24,0.958,0.958,0.958,0.958,0.000,0.000,Chitin_bind_4:0.208,N/A,Chitin_bind_4,Col_cuticle_N,N/A
229,CMT_E,FBgn0036679,CG13022,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:0.167,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
230,CMT_E,FBgn0263841,CG43702,8,0.917,0.875,1.000,0.875,0.000,0.000,Chitin_bind_4:0.125,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
231,CMT_E,FBgn0030495,CG11816,12,0.917,0.917,0.917,0.917,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
232,CMT_E,FBgn0035685,CG13297,12,0.278,0.250,0.250,0.333,0.500,0.000,N/A,N/A,Chitin_bind_4,N/A,N/A
233,CMT_E,FBgn0040588,CG13841,13,1.000,1.000,1.000,1.000,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,N/A
234,CMT_E,FBgn0085228,CG34199,12,0.917,0.917,0.917,0.917,0.000,0.000,DUF4794:1,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
235,CMT_E,FBgn0260763,CG42561,13,0.872,0.846,0.846,0.923,0.000,0.154,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
236,CMT_E,FBgn0260764,CG42562,8,1.000,1.000,1.000,1.000,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
237,CMT_E,FBgn0262605,CG43131,6,0.833,0.833,0.833,0.833,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
238,CMT_E,FBgn0022700,Cht4,12,0.750,0.750,0.750,0.750,0.167,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
239,CMT_E,FBgn0022770,Peritrophin-A,13,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
240,CMT_E,FBgn0026077,Gasp,21,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
241,CMT_E,FBgn0027600,obst-B,14,0.762,0.714,0.786,0.786,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
242,CMT_E,FBgn0030999,Mur18B,13,0.692,0.154,1.000,0.923,0.077,0.000,CBM_14_19[CBM_14:1],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
243,CMT_E,FBgn0031097,obst-A,14,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
244,CMT_E,FBgn0031737,obst-E,16,0.875,0.875,0.875,0.875,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
245,CMT_E,FBgn0032598,ChLD3,12,0.250,0.083,0.583,0.083,0.667,0.000,CBM_14_19[CBM_14:1]; Ldl_recept_a:1; Polysacc_deac_1:1,N/A,N/A,Glyco_hydro_57; Polysacc_deac_2; DUF3473,GO:0005576:extracellular region:IEA;
246,CMT_E,FBgn0034030,CG8192,12,0.944,0.917,1.000,0.917,0.083,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
247,CMT_E,FBgn0034301,CG5756,20,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
248,CMT_E,FBgn0034580,Cht8,13,0.846,0.846,0.846,0.846,0.000,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
249,CMT_E,FBgn0035325,CG13806,12,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
250,CMT_E,FBgn0035412,CG14957,5,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
251,CMT_E,FBgn0035427,ckd,11,0.818,0.455,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
252,CMT_E,FBgn0035607,CG4835,12,0.639,0.583,0.667,0.667,0.250,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
253,CMT_E,FBgn0035844,CG13676,19,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
254,CMT_E,FBgn0035845,CG13675,13,0.333,0.154,0.692,0.154,0.769,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
255,CMT_E,FBgn0035931,CG13312,12,0.917,0.917,0.917,0.917,0.000,0.458,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
256,CMT_E,FBgn0036203,Muc68D,15,0.867,0.867,0.867,0.867,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
257,CMT_E,FBgn0036220,CG5897,10,0.400,0.400,0.500,0.300,0.100,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
258,CMT_E,FBgn0036225,CG5883,14,0.929,0.929,0.929,0.929,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
259,CMT_E,FBgn0036226,CG7252,12,0.861,0.833,0.917,0.833,0.083,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
260,CMT_E,FBgn0036227,CG17826,9,0.889,0.889,0.889,0.889,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
261,CMT_E,FBgn0036228,obst-G,12,0.972,0.917,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
262,CMT_E,FBgn0036229,CG7248,12,0.583,0.583,0.583,0.583,0.000,0.208,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
263,CMT_E,FBgn0036230,CG11570,11,0.455,0.455,0.455,0.455,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
264,CMT_E,FBgn0036232,CG14125,13,0.923,0.923,0.923,0.923,0.077,0.154,CBM_14_19[CBM_14:1]; PT:0.154,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
265,CMT_E,FBgn0036361,CG10154,10,0.767,0.700,0.800,0.800,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
266,CMT_E,FBgn0036362,CG10725,12,0.917,0.833,1.000,0.917,0.083,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
267,CMT_E,FBgn0036363,CG10140,11,0.879,0.909,0.909,0.818,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
268,CMT_E,FBgn0036940,obst-J,12,0.917,0.917,0.917,0.917,0.000,0.000,CBM_14_19[CBM_14:1],Meleagrin:0.0833; EF-hand_like:0.0833,N/A,N/A,GO:0005576:extracellular region:IEA;
269,CMT_E,FBgn0036947,obst-F,13,0.923,0.923,0.923,0.923,0.000,0.077,"CBM_14_19[CBM_14:1, CBM_19:0.0769]",N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
270,CMT_E,FBgn0036948,CG7298,15,0.778,0.667,0.867,0.800,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
271,CMT_E,FBgn0036949,CG7290,9,0.889,0.889,0.889,0.889,0.111,0.056,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
272,CMT_E,FBgn0036950,CG6996,13,0.641,0.462,0.923,0.538,0.385,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
273,CMT_E,FBgn0036951,CG7017,13,0.744,0.692,0.846,0.692,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
274,CMT_E,FBgn0036952,CG6933,18,0.722,0.722,0.722,0.722,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
275,CMT_E,FBgn0036953,CG17145,13,0.692,0.692,0.692,0.692,0.000,0.077,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
276,CMT_E,FBgn0037487,CG14608,12,0.750,0.333,0.917,1.000,0.000,0.125,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
277,CMT_E,FBgn0037488,CG14607,12,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
278,CMT_E,FBgn0038180,Cht5,12,0.917,0.917,0.917,0.917,0.083,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
279,CMT_E,FBgn0038422,CG14880,17,0.824,0.824,0.824,0.824,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
280,CMT_E,FBgn0038492,Mur89F,15,0.556,0.400,0.667,0.600,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
281,CMT_E,FBgn0038632,CG14301,13,0.718,0.615,0.769,0.769,0.077,0.000,CBM_14_19[CBM_14:1],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
282,CMT_E,FBgn0038643,CG14300,13,0.897,0.846,0.923,0.923,0.077,0.308,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND; GO:0005576:extracellular region:IEA;
283,CMT_E,FBgn0038646,CG7715,12,0.833,0.667,1.000,0.833,0.167,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
284,CMT_E,FBgn0039042,CG13837,9,0.963,0.889,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
285,CMT_E,FBgn0040601,CG13643,18,0.630,0.556,0.667,0.667,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
286,CMT_E,FBgn0040606,CG6503,11,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,N/A
287,CMT_E,FBgn0040607,CG14244,12,0.917,0.917,0.917,0.917,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
288,CMT_E,FBgn0040609,CG3348,12,0.000,0.000,0.000,0.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
289,CMT_E,FBgn0050293,Cht12,17,0.824,0.824,0.824,0.824,0.000,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
290,CMT_E,FBgn0051077,CG31077,10,0.500,0.300,0.500,0.700,0.000,0.050,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
